id_transaccion,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento_pct,metodo_pago,canal_venta,estado_transaccion,moneda,costo_unitario,vendedor_id,origen_dato
V000000321,2024-10-10,C01524,P0144,T026,1,1674192.0,0.0,Transferencia,Web,Completada,COP,1028900,VEN028,CRM
V000000324,2024-01-16,C03356,P0457,T051,2,1641773.0,0.0,Tarjeta debito,Web,Completada,COP,969700,VEN147,CRM
V000000325,2024-03-10,C02788,P0103,T016,1,176022.0,0.15,Billetera digital,Call center,Completada,COP,144300,VEN029,CRM
V000000327,2024-07-23,C03479,P0098,T035,1,386335.0,0.15,Efectivo,Call center,Completada,COP,227800,VEN082,CRM
V000000328,2024-05-08,C03427,P0044,T034,1,2136512.0,0.15,Billetera digital,Marketplace,Completada,COP,1491000,VEN179,POS
V000000329,2024-07-26,C00052,P0038,T018,3,667819.0,0.1,Tarjeta credito,Call center,Completada,COP,383300,VEN144,ECOM
V000000330,2024-03-06,C00034,P0308,T043,1,1504136.0,0.08,Tarjeta credito,Web,Completada,COP,846000,VEN052,CRM
V000000331,2024-05-04,C02918,P0342,T045,4,1276104.0,0.0,Transferencia,Call center,Completada,COP,647700,VEN042,ECOM
V000000336,2024-10-23,C02356,P0273,T048,1,2166728.0,0.0,Billetera digital,Web,Completada,COP,1462300,VEN087,CRM
V000000342,2024-03-26,C02181,P0317,T037,1,1169515.0,0.15,Tarjeta credito,Tienda fisica,Completada,COP,698200,VEN086,POS
V000000343,2024-10-29,C01419,P0310,T049,1,1928129.0,0.03,Billetera digital,Tienda fisica,Completada,COP,1172900,VEN111,POS
V000000344,2024-01-17,C03731,P0085,T025,1,297736.0,0.05,Efectivo,Call center,Completada,COP,240000,VEN154,CRM
V000000348,2024-06-08,C01576,P0423,T042,1,541669.0,0.0,Tarjeta debito,Call center,Completada,COP,349500,VEN014,CRM
V000000352,2024-09-02,C03574,P0205,T053,1,710646.0,0.08,Tarjeta debito,Tienda fisica,Completada,COP,497800,VEN082,POS
V000000356,2024-05-26,C01349,P0150,T005,3,1218181.0,0.03,Transferencia,Web,Completada,COP,707300,VEN080,POS
V000000357,2024-05-20,C02171,P0308,T051,1,1419323.0,0.0,Tarjeta credito,Marketplace,Completada,COP,846000,VEN001,ECOM
V000000364,2024-05-12,C00265,P0148,T031,1,1433293.0,0.0,Efectivo,Web,Completada,COP,869900,VEN025,ECOM
V000000366,2024-12-22,C00175,P0051,T044,1,1702288.0,0.0,Efectivo,Marketplace,Completada,COP,1134700,VEN130,POS
V000000367,2024-03-16,C01095,P0374,T044,1,879043.0,0.0,Tarjeta credito,App movil,Completada,COP,547000,VEN056,POS
V000000372,2024-07-23,C03247,P0489,T051,1,1853285.0,0.2,Efectivo,Marketplace,Completada,COP,1271800,VEN146,POS
V000000374,2024-11-16,C02037,P0192,T021,3,2111482.0,0.0,Transferencia,Marketplace,Completada,COP,1234000,VEN015,ECOM
V000000377,2024-07-13,C03135,P0303,T030,3,954870.0,0.0,Tarjeta debito,Marketplace,Completada,COP,532400,VEN001,CRM
V000000378,2024-01-14,C01908,P0227,T014,2,29707.0,0.0,Efectivo,Web,Completada,COP,19500,VEN019,POS
V000000379,2024-12-28,C03055,P0021,T038,1,1001544.0,0.08,Transferencia,Call center,Completada,COP,565600,VEN173,POS
V000000381,2024-08-28,C04631,P0444,T060,1,1480826.0,0.08,Tarjeta credito,Web,Completada,COP,856200,VEN107,CRM
V000000383,2024-10-17,C04483,P0349,T051,1,1234787.0,0.08,Efectivo,Call center,Completada,COP,899400,VEN151,ECOM
V000000384,2024-10-11,C04192,P0078,T032,1,2277706.0,0.0,Billetera digital,App movil,Completada,COP,1575200,VEN117,POS
V000000390,2024-07-12,C03478,P0282,T046,2,1412353.0,0.2,Tarjeta debito,Web,Completada,COP,705800,VEN125,ECOM
V000000391,2024-11-14,C00225,P0091,T002,3,1953788.0,0.15,Transferencia,Web,Completada,COP,1058600,VEN093,POS
V000000395,2024-07-04,C04692,P0352,T054,1,1836814.0,0.0,Tarjeta credito,Marketplace,Completada,COP,1364400,VEN157,ECOM
V000000402,2024-06-04,C00084,P0417,T051,1,1022423.0,0.0,Efectivo,Marketplace,Completada,COP,779200,VEN156,POS
V000000404,2024-01-30,C04935,P0097,T020,1,1416448.0,0.1,Tarjeta debito,Marketplace,Completada,COP,1105400,VEN004,CRM
V000000406,2024-08-02,C03545,P0232,T058,1,576405.0,0.0,Tarjeta debito,App movil,Completada,COP,381700,VEN119,ECOM
V000000410,2024-09-18,C01916,P0129,T008,1,1664172.0,0.0,Tarjeta debito,Web,Completada,COP,906500,VEN080,ECOM
V000000413,2024-10-26,C02244,P0068,T034,1,1323343.0,0.05,Efectivo,Marketplace,Completada,COP,721500,VEN144,POS
V000000416,2024-05-17,C02790,P0138,T002,1,2181443.0,0.1,Billetera digital,Web,Completada,COP,1362800,VEN041,POS
V000000419,2024-01-11,C04495,P0062,T023,2,1741776.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,1312300,VEN013,ECOM
V000000428,2024-09-29,C04645,P0275,T007,3,2294391.0,0.2,Transferencia,Tienda fisica,Completada,COP,1640400,VEN062,ECOM
V000000430,2024-04-06,C04066,P0485,T017,3,2340822.0,0.0,Billetera digital,Tienda fisica,Completada,COP,1465200,VEN165,ECOM
V000000436,2024-02-10,C00004,P0372,T028,1,2121201.0,0.2,Transferencia,Marketplace,Completada,COP,1493200,VEN098,ECOM
V000000438,2024-11-11,C00122,P0332,T043,2,2230234.0,0.0,Tarjeta debito,Tienda fisica,Completada,COP,1568600,VEN132,ECOM
V000000439,2024-01-21,C01469,P0228,T037,1,1758801.0,0.0,Tarjeta debito,Web,Completada,COP,1045800,VEN153,ECOM
V000000445,2024-04-13,C04984,P0033,T043,1,2145821.0,0.0,Billetera digital,App movil,Completada,COP,1330000,VEN150,ECOM
V000000459,2024-09-20,C01225,P0313,T022,1,913239.0,0.15,Billetera digital,App movil,Completada,COP,593000,VEN055,POS
V000000462,2024-09-17,C00589,P0311,T036,5,869876.0,0.08,Efectivo,Tienda fisica,Completada,COP,451800,VEN137,ECOM
V000000464,2024-06-01,C02607,P0155,T029,4,1780473.0,0.0,Tarjeta debito,App movil,Completada,COP,969300,VEN171,ECOM
V000000467,2024-07-07,C03956,P0249,T031,1,1541949.0,0.1,Tarjeta credito,Tienda fisica,Completada,COP,788200,VEN058,POS
V000000481,2024-04-28,C00618,P0362,T005,1,2390281.0,0.0,Tarjeta credito,App movil,Completada,COP,1691000,VEN031,CRM
V000000482,2024-01-20,C03628,P0342,T040,2,1211477.0,0.2,Tarjeta credito,Call center,Completada,COP,647700,VEN017,ECOM
V000000484,2024-12-22,C04528,P0089,T043,1,1856800.0,0.08,Efectivo,Tienda fisica,Completada,COP,1100000,VEN145,POS
V000000486,2024-11-16,C00982,P0357,T045,3,1674089.0,0.1,Tarjeta debito,Marketplace,Completada,COP,1290500,VEN136,CRM
V000000488,2024-07-06,C03881,P0038,T036,1,657762.0,0.05,Transferencia,Marketplace,Completada,COP,383300,VEN070,POS
V000000489,2024-06-06,C01731,P0497,T033,1,2235690.0,0.08,Transferencia,Tienda fisica,Completada,COP,1338900,VEN034,ECOM
V000000491,2024-08-30,C02549,P0144,T017,1,1554648.0,0.15,Billetera digital,App movil,Completada,COP,1028900,VEN090,POS
V000000501,2024-02-23,C01207,P0168,T051,1,772112.0,0.08,Efectivo,Tienda fisica,Completada,COP,459300,VEN006,ECOM
V000000502,2024-03-03,C04849,P0134,T059,1,2038838.0,0.1,Tarjeta debito,Tienda fisica,Completada,COP,1514400,VEN121,POS
V000000503,2024-05-12,C04207,P0143,T057,2,884397.0,0.0,Tarjeta credito,Call center,Completada,COP,589300,VEN081,CRM
V000000509,2024-06-02,C01505,P0021,T036,1,1005779.0,0.0,Tarjeta debito,App movil,Completada,COP,565600,VEN114,CRM
V000000510,2024-03-25,C01234,P0331,T017,1,216918.0,0.0,Transferencia,Marketplace,Completada,COP,117000,VEN052,ECOM
V000000516,2024-08-13,C03709,P0291,T055,3,177219.0,0.0,Transferencia,Marketplace,Completada,COP,109400,VEN020,ECOM
V000000519,2024-02-03,C00037,P0461,T017,1,2156100.0,0.0,Tarjeta credito,App movil,Completada,COP,1321900,VEN120,ECOM
V000000524,2024-05-20,C00203,P0060,T031,1,2122580.0,0.2,Transferencia,Web,Completada,COP,1245000,VEN088,CRM
V000000528,2024-08-12,C03235,P0406,T028,2,988972.0,0.2,Transferencia,App movil,Completada,COP,786000,VEN008,POS
V000000529,2024-11-20,C03209,P0370,T038,1,1974135.0,0.05,Tarjeta credito,Tienda fisica,Completada,COP,1171600,VEN155,POS
V000000534,2024-08-17,C02244,P0121,T040,1,1349148.0,0.15,Tarjeta debito,Call center,Completada,COP,865700,VEN044,ECOM
V000000539,2024-09-12,C00645,P0183,T055,1,1218238.0,0.08,Transferencia,Web,Completada,COP,747100,VEN074,POS
V000000541,2024-10-07,C02604,P0213,T056,1,1624496.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,1001200,VEN138,CRM
V000000548,2024-01-26,C04268,P0407,T034,1,893771.0,0.2,Billetera digital,Marketplace,Completada,COP,623300,VEN157,POS
V000000550,2024-11-08,C04207,P0311,T014,1,805794.0,0.1,Billetera digital,App movil,Completada,COP,451800,VEN054,CRM
V000000555,2024-08-19,C00826,P0383,T015,1,121743.0,0.05,Efectivo,Tienda fisica,Completada,COP,83500,VEN080,POS
V000000558,2024-02-20,C03912,P0161,T007,1,1127556.0,0.08,Transferencia,Web,Completada,COP,619100,VEN168,ECOM
V000000570,2024-07-04,C02675,P0103,T046,1,172389.0,0.15,Transferencia,Tienda fisica,Completada,COP,144300,VEN039,ECOM
V000000571,2024-03-16,C03461,P0029,T049,1,1272022.0,0.15,Transferencia,Tienda fisica,Completada,COP,715100,VEN128,POS
V000000574,2024-04-29,C02913,P0417,T006,2,1157408.0,0.03,Tarjeta credito,Call center,Completada,COP,779200,VEN043,CRM
V000000576,2024-01-04,C04724,P0208,T033,1,476627.0,0.05,Billetera digital,Web,Completada,COP,337800,VEN180,POS
V000000580,2024-02-14,C01894,P0269,T028,1,616350.0,0.15,Transferencia,Tienda fisica,Completada,COP,345500,VEN028,ECOM
V000000586,2024-12-17,C00005,P0082,T054,1,1713937.0,0.2,Transferencia,App movil,Completada,COP,1170300,VEN122,ECOM
V000000590,2024-06-28,C01763,P0368,T026,1,1361624.0,0.0,Transferencia,Call center,Completada,COP,938100,VEN115,ECOM
V000000592,2024-06-25,C00169,P0466,T040,1,2182118.0,0.08,Tarjeta credito,Web,Completada,COP,1522000,VEN147,CRM
V000000596,2024-12-07,C01877,P0133,T017,1,1347869.0,0.0,Efectivo,Tienda fisica,Completada,COP,939900,VEN069,ECOM
V000000599,2024-04-06,C00718,P0368,T001,1,1441767.0,0.08,Efectivo,Marketplace,Completada,COP,938100,VEN142,POS
V000000603,2024-10-10,C03247,P0166,T046,1,1703581.0,0.0,Efectivo,App movil,Completada,COP,1331700,VEN169,POS
V000000604,2024-12-02,C04264,P0193,T043,1,1893622.0,0.0,Tarjeta debito,Call center,Completada,COP,1327500,VEN109,POS
V000000606,2024-05-24,C02910,P0450,T019,2,1845789.0,0.1,Efectivo,Marketplace,Completada,COP,1462700,VEN104,POS
V000000607,2024-08-14,C03948,P0116,T040,1,1568819.0,0.05,Tarjeta debito,Web,Completada,COP,873900,VEN062,POS
V000000616,2024-12-31,C03851,P0128,T017,1,261596.0,0.05,Efectivo,Marketplace,Completada,COP,190100,VEN111,ECOM
V000000617,2024-05-06,C00068,P0344,T046,1,2081615.0,0.0,Efectivo,App movil,Completada,COP,1589900,VEN066,POS
V000000618,2024-10-12,C00927,P0325,T055,3,818012.0,0.2,Tarjeta debito,App movil,Completada,COP,548400,VEN035,CRM
V000000619,2024-09-01,C00404,P0215,T032,5,1221491.0,0.1,Billetera digital,Call center,Completada,COP,718900,VEN115,POS
V000000623,2024-02-04,C03891,P0299,T039,1,1263588.0,0.15,Billetera digital,App movil,Completada,COP,741300,VEN019,POS
V000000626,2024-03-16,C03039,P0315,T006,1,2096544.0,0.15,Billetera digital,Marketplace,Completada,COP,1568000,VEN095,CRM
V000000636,2024-05-24,C02904,P0095,T055,1,891969.0,0.2,Transferencia,Marketplace,Completada,COP,624600,VEN094,ECOM
V000000637,2024-05-08,C02638,P0417,T039,1,1168117.0,0.0,Billetera digital,Web,Completada,COP,779200,VEN109,POS
V000000648,2024-05-19,C02767,P0005,T016,1,1164853.0,0.0,Billetera digital,Marketplace,Completada,COP,708700,VEN180,CRM
V000000651,2024-01-01,C04547,P0407,T056,1,956804.0,0.0,Tarjeta debito,Call center,Completada,COP,623300,VEN097,POS
V000000659,2024-02-08,C03833,P0365,T050,1,1666848.0,0.0,Efectivo,Marketplace,Completada,COP,961300,VEN018,POS
V000000660,2024-10-14,C03117,P0096,T027,1,1811258.0,0.0,Billetera digital,Web,Completada,COP,1043400,VEN010,CRM
V000000662,2024-09-20,C00845,P0320,T026,7,878826.0,0.15,Efectivo,Call center,Completada,COP,598800,VEN174,CRM
V000000663,2024-01-15,C01251,P0116,T043,1,1472357.0,0.03,Billetera digital,Call center,Completada,COP,873900,VEN034,CRM
V000000664,2024-07-02,C02347,P0250,T055,1,1721671.0,0.05,Tarjeta credito,Tienda fisica,Completada,COP,1150700,VEN156,ECOM
V000000665,2024-06-29,C01485,P0268,T040,1,2072252.0,0.03,Tarjeta debito,App movil,Completada,COP,1210500,VEN116,ECOM
V000000670,2024-07-15,C02831,P0049,T052,1,1735705.0,0.0,Billetera digital,Web,Completada,COP,1267900,VEN082,CRM
V000000673,2024-07-13,C04100,P0456,T052,1,2552817.0,0.0,Tarjeta credito,Call center,Completada,COP,1795200,VEN034,ECOM
V000000675,2024-05-29,C03081,P0474,T032,1,594771.0,0.05,Transferencia,Marketplace,Completada,COP,407800,VEN014,POS
V000000686,2024-02-29,C00431,P0300,T055,2,2550428.0,0.2,Efectivo,App movil,Completada,COP,1833300,VEN007,ECOM
V000000694,2024-06-22,C00142,P0182,T046,1,611831.0,0.15,Transferencia,Marketplace,Completada,COP,343900,VEN048,POS
V000000700,2024-07-16,C02005,P0095,T035,1,879297.0,0.0,Efectivo,Marketplace,Completada,COP,624600,VEN109,CRM
V000000702,2024-07-14,C00689,P0149,T060,1,2155464.0,0.0,Billetera digital,Tienda fisica,Completada,COP,1398000,VEN108,POS
V000000703,2024-11-14,C03510,P0409,T022,1,1633973.0,0.0,Efectivo,Tienda fisica,Completada,COP,1381400,VEN001,CRM
V000000708,2024-05-03,C01365,P0432,T006,1,147002.0,0.0,Billetera digital,Marketplace,Completada,COP,123200,VEN089,POS
V000000709,2024-12-08,C03760,P0243,T010,1,2351711.0,0.03,Efectivo,Call center,Completada,COP,1884000,VEN043,ECOM
V000000715,2024-08-04,C02556,P0088,T010,2,1974618.0,0.0,Efectivo,Marketplace,Completada,COP,1153400,VEN065,CRM
V000000716,2024-12-16,C03955,P0382,T009,1,693444.0,0.0,Efectivo,App movil,Completada,COP,512800,VEN074,CRM
V000000717,2024-09-03,C01244,P0184,T008,3,2187820.0,0.05,Transferencia,Marketplace,Completada,COP,1386500,VEN117,POS
V000000720,2024-06-22,C04338,P0016,T019,2,823428.0,0.1,Billetera digital,Marketplace,Completada,COP,644400,VEN022,ECOM
V000000722,2024-08-26,C00111,P0477,T051,3,1042031.0,0.2,Efectivo,Marketplace,Completada,COP,793300,VEN116,ECOM
V000000723,2024-11-01,C04897,P0392,T003,1,517577.0,0.05,Billetera digital,Web,Completada,COP,277900,VEN015,CRM
V000000725,2024-12-15,C01559,P0496,T012,1,1297087.0,0.03,Billetera digital,Call center,Completada,COP,936800,VEN015,POS
V000000726,2024-09-25,C00417,P0097,T022,1,1500689.0,0.15,Tarjeta debito,App movil,Completada,COP,1105400,VEN152,ECOM
V000000727,2024-09-10,C02792,P0422,T057,3,1561277.0,0.0,Efectivo,Web,Completada,COP,1159100,VEN051,POS
V000000731,2024-12-12,C02842,P0039,T028,5,1374143.0,0.2,Tarjeta debito,Marketplace,Completada,COP,946600,VEN111,CRM
V000000732,2024-11-17,C00458,P0089,T013,1,1880142.0,0.1,Tarjeta debito,Tienda fisica,Completada,COP,1100000,VEN159,CRM
V000000743,2024-06-30,C03604,P0038,T030,1,642942.0,0.2,Tarjeta debito,App movil,Completada,COP,383300,VEN120,CRM
V000000744,2024-06-09,C02705,P0131,T044,1,1627867.0,0.0,Tarjeta debito,Marketplace,Completada,COP,1086000,VEN125,ECOM
V000000745,2024-03-23,C03169,P0343,T032,5,2439410.0,0.0,Efectivo,Web,Completada,COP,1440600,VEN008,ECOM
V000000748,2024-05-21,C02082,P0102,T060,1,1368592.0,0.08,Tarjeta debito,Marketplace,Completada,COP,959600,VEN138,CRM
V000000750,2024-06-02,C04562,P0189,T048,1,181563.0,0.15,Efectivo,Call center,Completada,COP,126200,VEN121,CRM
