id_transaccion,fecha_venta,id_cliente,id_producto,id_tienda,cantidad,precio_unitario,descuento_pct,metodo_pago,canal_venta,estado_transaccion,moneda,costo_unitario,vendedor_id,origen_dato
V000000089,2025-02-24,C04758,P0242,T046,1,1286534.0,0.03,Efectivo,Call center,Completada,COP,726300,VEN159,POS
V000000090,2025-05-28,C01233,P0237,T037,1,2500358.0,0.08,Efectivo,Web,Completada,COP,1648000,VEN001,POS
V000000091,2025-07-28,C01037,P0467,T006,1,503484.0,0.0,Efectivo,Tienda fisica,Completada,COP,389000,VEN112,POS
V000000097,2025-05-20,C03826,P0498,T031,1,1642051.0,0.08,Tarjeta debito,Tienda fisica,Completada,COP,1103000,VEN127,CRM
V000000100,2025-08-13,C03595,P0305,T004,1,1877051.0,0.1,Transferencia,Tienda fisica,Completada,COP,1206300,VEN110,ECOM
V000000105,2025-01-05,C03225,P0135,T018,3,1884043.0,0.0,Billetera digital,Call center,Completada,COP,1270900,VEN132,ECOM
V000000119,2025-11-17,C02520,P0024,T032,1,179668.0,0.15,Billetera digital,Call center,Completada,COP,107500,VEN083,POS
V000000122,2025-12-19,C04539,P0004,T043,1,579612.0,0.03,Transferencia,Web,Completada,COP,324900,VEN167,POS
V000000127,2025-10-11,C01862,P0259,T044,2,1309248.0,0.08,Tarjeta credito,Web,Completada,COP,894600,VEN178,ECOM
V000000135,2025-01-21,C01309,P0438,T025,1,64337.0,0.05,Billetera digital,App movil,Completada,COP,43400,VEN103,POS
V000000137,2025-05-14,C00759,P0295,T049,1,395357.0,0.0,Tarjeta debito,Call center,Completada,COP,279900,VEN007,POS
V000000138,2025-12-11,C02096,P0055,T014,1,2137213.0,0.0,Efectivo,Marketplace,Completada,COP,1291400,VEN121,POS
V000000139,2025-10-19,C02792,P0312,T043,1,595934.0,0.15,Efectivo,Marketplace,Completada,COP,448600,VEN121,CRM
V000000143,2025-09-24,C00347,P0298,T029,1,2530837.0,0.03,Efectivo,Tienda fisica,Completada,COP,1569200,VEN113,CRM
V000000146,2025-09-01,C04798,P0500,T048,1,2518427.0,0.2,Tarjeta credito,Marketplace,Completada,COP,1268700,VEN104,POS
V000000149,2025-05-05,C00536,P0312,T030,1,674820.0,0.1,Billetera digital,Web,Completada,COP,448600,VEN042,POS
V000000150,2025-01-05,C00792,P0234,T038,2,2235380.0,0.0,Tarjeta debito,Call center,Completada,COP,1640400,VEN026,CRM
V000000155,2025-02-06,C04938,P0354,T042,1,2509728.0,0.0,Billetera digital,Marketplace,Completada,COP,1339500,VEN130,ECOM
V000000157,2025-09-26,C01656,P0147,T042,1,2226474.0,0.0,Tarjeta debito,Call center,Completada,COP,1589800,VEN145,POS
V000000161,2025-12-13,C01614,P0175,T020,1,1992218.0,0.2,Tarjeta debito,Marketplace,Completada,COP,1124700,VEN063,POS
V000000162,2025-12-14,C03190,P0355,T031,1,27835.0,0.0,Transferencia,Web,Completada,COP,17700,VEN016,POS
V000000163,2025-11-13,C00578,P0134,T042,1,1910673.0,0.03,Tarjeta debito,Tienda fisica,Completada,COP,1514400,VEN032,POS
V000000168,2025-02-17,C02889,P0393,T036,1,2055031.0,0.08,Tarjeta credito,Web,Completada,COP,1030200,VEN066,CRM
V000000171,2025-02-05,C03686,P0167,T041,1,1434600.0,0.15,Billetera digital,Marketplace,Completada,COP,904600,VEN155,ECOM
V000000174,2025-11-01,C04503,P0200,T017,1,1335021.0,0.0,Tarjeta credito,Web,Completada,COP,796300,VEN078,ECOM
V000000180,2025-03-11,C00709,P0096,T019,3,1882246.0,0.0,Transferencia,App movil,Completada,COP,1043400,VEN178,ECOM
V000000181,2025-02-07,C01383,P0055,T051,1,1848366.0,0.0,Tarjeta debito,Web,Completada,COP,1291400,VEN065,CRM
V000000184,2025-11-05,C02967,P0241,T022,3,2611465.0,0.2,Billetera digital,Web,Completada,COP,1805400,VEN083,POS
V000000195,2025-05-23,C02257,P0447,T009,1,923344.0,0.0,Tarjeta debito,Tienda fisica,Completada,COP,658900,VEN031,POS
V000000196,2025-12-17,C02414,P0154,T042,1,177969.0,0.15,Billetera digital,Tienda fisica,Completada,COP,120800,VEN006,POS
V000000199,2025-04-28,C00187,P0106,T028,1,2362759.0,0.15,Billetera digital,Tienda fisica,Completada,COP,1599600,VEN024,CRM
V000000200,2025-08-30,C00839,P0114,T050,5,1659478.0,0.0,Transferencia,Web,Completada,COP,1310900,VEN155,POS
V000000201,2025-01-10,C02803,P0355,T004,2,23715.0,0.05,Billetera digital,App movil,Completada,COP,17700,VEN017,ECOM
V000000203,2025-06-13,C01207,P0401,T052,1,1224455.0,0.15,Transferencia,Web,Completada,COP,946500,VEN025,ECOM
V000000207,2025-09-27,C00867,P0275,T041,3,2506392.0,0.08,Efectivo,Marketplace,Completada,COP,1640400,VEN174,ECOM
V000000208,2025-09-13,C01960,P0120,T007,4,1490617.0,0.08,Billetera digital,Call center,Completada,COP,1076600,VEN049,POS
V000000209,2025-11-01,C00300,P0040,T053,1,216783.0,0.03,Tarjeta credito,Call center,Completada,COP,138700,VEN035,ECOM
V000000212,2025-07-25,C00347,P0273,T034,1,2296322.0,0.1,Transferencia,Web,Completada,COP,1462300,VEN065,POS
V000000213,2025-05-16,C01124,P0248,T055,4,1263077.0,0.0,Tarjeta credito,Call center,Completada,COP,793700,VEN013,CRM
V000000215,2025-10-20,C04192,P0157,T059,6,1871780.0,0.08,Billetera digital,Tienda fisica,Completada,COP,1128000,VEN143,POS
V000000218,2025-08-11,C03759,P0356,T047,1,1920869.0,0.0,Transferencia,Web,Completada,COP,1193900,VEN043,CRM
V000000223,2025-05-02,C01534,P0456,T034,6,2521193.0,0.0,Transferencia,Marketplace,Completada,COP,1795200,VEN051,CRM
V000000228,2025-03-14,C00758,P0489,T015,6,1648862.0,0.1,Tarjeta debito,Marketplace,Completada,COP,1271800,VEN135,CRM
V000000235,2025-05-27,C03595,P0283,T004,1,2210127.0,0.08,Tarjeta credito,App movil,Completada,COP,1517000,VEN056,CRM
V000000238,2025-09-29,C04662,P0180,T040,1,1446195.0,0.2,Tarjeta debito,App movil,Completada,COP,969000,VEN098,CRM
V000000240,2025-11-08,C01843,P0298,T055,1,2256925.0,0.08,Tarjeta debito,Tienda fisica,Completada,COP,1569200,VEN012,CRM
V000000242,2025-06-17,C00735,P0354,T045,1,2417502.0,0.03,Billetera digital,App movil,Completada,COP,1339500,VEN140,ECOM
V000000252,2025-06-17,C04770,P0323,T057,1,2005477.0,0.15,Tarjeta debito,Marketplace,Completada,COP,1495100,VEN093,CRM
V000000253,2025-03-18,C02208,P0200,T038,1,1334983.0,0.15,Tarjeta debito,App movil,Completada,COP,796300,VEN151,POS
V000000254,2025-02-22,C04493,P0266,T037,1,1017829.0,0.03,Tarjeta credito,Marketplace,Completada,COP,793800,VEN109,POS
V000000258,2025-10-17,C04329,P0183,T010,1,1047300.0,0.03,Transferencia,Marketplace,Completada,COP,747100,VEN044,POS
V000000259,2025-12-13,C01775,P0271,T029,1,1014743.0,0.1,Tarjeta debito,App movil,Completada,COP,780000,VEN059,CRM
V000000266,2025-06-03,C03375,P0417,T052,1,1139568.0,0.0,Tarjeta credito,App movil,Completada,COP,779200,VEN073,POS
V000000267,2025-12-30,C01344,P0272,T025,3,168952.0,0.08,Transferencia,App movil,Completada,COP,121300,VEN037,CRM
V000000270,2025-06-04,C02291,P0125,T059,1,1790719.0,0.2,Transferencia,App movil,Completada,COP,1156900,VEN019,ECOM
V000000273,2025-10-03,C02012,P0282,T020,1,1358043.0,0.2,Tarjeta credito,Tienda fisica,Completada,COP,705800,VEN068,POS
V000000276,2025-02-06,C03306,P0362,T009,1,2241678.0,0.0,Efectivo,Call center,Completada,COP,1691000,VEN161,CRM
V000000277,2025-05-12,C00980,P0080,T023,1,2357927.0,0.15,Transferencia,App movil,Completada,COP,1412800,VEN108,POS
V000000278,2025-06-18,C02384,P0177,T044,2,504821.0,0.03,Transferencia,Call center,Completada,COP,303100,VEN136,ECOM
V000000300,2025-07-27,C02161,P0060,T001,1,1962952.0,0.15,Efectivo,Web,Completada,COP,1245000,VEN118,ECOM
V000000302,2025-10-19,C02426,P0305,T053,1,1818684.0,0.0,Efectivo,Call center,Completada,COP,1206300,VEN124,ECOM
V000000303,2025-05-03,C03888,P0168,T009,1,816982.0,0.0,Tarjeta debito,Marketplace,Completada,COP,459300,VEN021,CRM
V000000304,2025-11-18,C04769,P0318,T013,1,687836.0,0.08,Efectivo,Web,Completada,COP,422100,VEN084,POS
V000000305,2025-11-08,C00966,P0086,T019,1,908970.0,0.08,Billetera digital,App movil,Completada,COP,651600,VEN133,CRM
V000000312,2025-01-19,C03878,P0215,T001,1,1340302.0,0.1,Tarjeta credito,Tienda fisica,Completada,COP,718900,VEN106,ECOM
V000000315,2025-02-17,C01650,P0361,T052,1,894743.0,0.2,Transferencia,Tienda fisica,Completada,COP,675400,VEN022,ECOM
V000000319,2025-09-06,C01470,P0278,T052,1,2407561.0,0.2,Billetera digital,App movil,Completada,COP,1286500,VEN126,CRM
V000000334,2025-08-06,C04235,P0063,T029,1,293345.0,0.08,Tarjeta credito,App movil,Completada,COP,226800,VEN106,POS
V000000337,2025-06-07,C01282,P0287,T031,1,2000544.0,0.03,Transferencia,App movil,Completada,COP,1148800,VEN087,POS
V000000338,2025-11-30,C04491,P0196,T010,1,790765.0,0.0,Tarjeta debito,App movil,Completada,COP,580400,VEN172,CRM
V000000341,2025-01-22,C04917,P0365,T044,1,1680558.0,0.08,Efectivo,Web,Completada,COP,961300,VEN110,POS
V000000347,2025-11-01,C02179,P0438,T024,6,70489.0,0.15,Transferencia,Tienda fisica,Completada,COP,43400,VEN120,ECOM
V000000350,2025-05-13,C04692,P0137,T044,1,2148098.0,0.08,Tarjeta credito,App movil,Completada,COP,1293400,VEN141,POS
V000000351,2025-03-21,C04497,P0148,T028,1,1262152.0,0.0,Billetera digital,Call center,Completada,COP,869900,VEN146,ECOM
V000000354,2025-01-13,C01139,P0215,T031,2,1456598.0,0.08,Tarjeta debito,Web,Completada,COP,718900,VEN092,ECOM
V000000355,2025-04-05,C02072,P0174,T030,1,500018.0,0.05,Tarjeta debito,App movil,Completada,COP,286900,VEN145,ECOM
V000000358,2025-04-20,C00628,P0396,T059,3,1178059.0,0.03,Efectivo,Tienda fisica,Completada,COP,785200,VEN010,POS
V000000361,2025-03-16,C04351,P0192,T034,1,1820152.0,0.08,Billetera digital,Web,Completada,COP,1234000,VEN072,CRM
V000000362,2025-01-17,C03013,P0419,T012,1,677453.0,0.03,Transferencia,App movil,Completada,COP,520600,VEN078,CRM
V000000363,2025-05-06,C00084,P0026,T033,1,2299577.0,0.0,Tarjeta debito,Web,Completada,COP,1214000,VEN028,POS
V000000365,2025-05-14,C00371,P0425,T003,1,49799.0,0.1,Billetera digital,App movil,Completada,COP,37200,VEN167,ECOM
V000000373,2025-01-02,C03608,P0454,T019,4,430220.0,0.2,Tarjeta credito,Call center,Completada,COP,246400,VEN079,CRM
V000000375,2025-05-06,C01166,P0172,T060,1,1514914.0,0.0,Tarjeta debito,Call center,Completada,COP,1172800,VEN171,CRM
V000000376,2025-09-06,C01314,P0163,T058,1,2352337.0,0.0,Billetera digital,Marketplace,Completada,COP,1604700,VEN140,CRM
V000000385,2025-10-14,C03392,P0182,T037,1,616161.0,0.03,Tarjeta credito,Marketplace,Completada,COP,343900,VEN104,CRM
V000000386,2025-11-21,C00253,P0364,T005,5,110602.0,0.03,Transferencia,App movil,Completada,COP,60200,VEN033,ECOM
V000000387,2025-02-03,C03450,P0454,T020,1,444331.0,0.08,Transferencia,App movil,Completada,COP,246400,VEN179,POS
V000000388,2025-12-12,C03105,P0187,T044,1,778137.0,0.0,Efectivo,Web,Completada,COP,458000,VEN020,CRM
V000000398,2025-10-16,C02248,P0271,T047,3,1007791.0,0.08,Tarjeta credito,Web,Completada,COP,780000,VEN048,POS
V000000399,2025-05-18,C01049,P0453,T020,1,2073490.0,0.03,Tarjeta credito,Tienda fisica,Completada,COP,1366600,VEN030,POS
V000000401,2025-03-07,C01092,P0384,T040,1,604362.0,0.05,Billetera digital,Call center,Completada,COP,346000,VEN044,CRM
V000000403,2025-06-08,C00190,P0393,T060,2,1995170.0,0.08,Transferencia,Tienda fisica,Completada,COP,1030200,VEN150,CRM
V000000405,2025-06-27,C02694,P0353,T036,2,1797486.0,0.05,Efectivo,App movil,Completada,COP,1042800,VEN017,ECOM
V000000407,2025-03-03,C00889,P0146,T059,6,1715214.0,0.03,Tarjeta credito,Call center,Completada,COP,1178300,VEN066,POS
V000000408,2025-10-09,C03060,P0330,T010,1,2261677.0,0.08,Tarjeta credito,Tienda fisica,Completada,COP,1607200,VEN161,ECOM
V000000415,2025-03-01,C04676,P0119,T027,2,1547204.0,0.0,Tarjeta credito,Marketplace,Completada,COP,922600,VEN044,POS
V000000421,2025-09-07,C01421,P0107,T005,1,2615617.0,0.0,Tarjeta credito,Marketplace,Completada,COP,1722500,VEN014,ECOM
V000000422,2025-11-02,C00078,P0010,T003,2,2059601.0,0.0,Billetera digital,Tienda fisica,Completada,COP,1430200,VEN063,POS
V000000425,2025-10-14,C04815,P0463,T051,2,44676.0,0.03,Efectivo,Tienda fisica,Completada,COP,26100,VEN024,ECOM
V000000426,2025-05-14,C04850,P0388,T046,1,980056.0,0.2,Tarjeta debito,Call center,Completada,COP,732700,VEN140,ECOM
V000000432,2025-05-15,C03355,P0143,T012,2,918615.0,0.1,Transferencia,Tienda fisica,Completada,COP,589300,VEN015,POS
V000000433,2025-04-07,C04133,P0412,T060,1,563204.0,0.0,Efectivo,Call center,Completada,COP,372200,VEN170,ECOM
V000000437,2025-05-31,C00795,P0317,T013,1,1190212.0,0.0,Tarjeta debito,Tienda fisica,Completada,COP,698200,VEN113,ECOM
V000000440,2025-03-19,C03659,P0075,T040,1,2509098.0,0.03,Transferencia,App movil,Completada,COP,1388700,VEN103,CRM
V000000441,2025-11-20,C03708,P0328,T046,1,1798818.0,0.2,Transferencia,Web,Completada,COP,1250300,VEN068,CRM
V000000446,2025-11-01,C04097,P0283,T038,1,2532523.0,0.0,Transferencia,Marketplace,Completada,COP,1517000,VEN151,POS
V000000448,2025-10-24,C04373,P0221,T001,1,2018199.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,1545700,VEN008,POS
V000000453,2025-10-25,C01991,P0090,T004,1,2352878.0,0.05,Billetera digital,App movil,Completada,COP,1243400,VEN157,ECOM
V000000460,2025-05-17,C04168,P0392,T041,2,460415.0,0.2,Billetera digital,Tienda fisica,Completada,COP,277900,VEN038,ECOM
V000000461,2025-09-07,C01303,P0317,T034,1,1192070.0,0.03,Tarjeta credito,Call center,Completada,COP,698200,VEN036,POS
V000000465,2025-11-26,C04431,P0087,T037,4,333679.0,0.05,Tarjeta debito,Call center,Completada,COP,173500,VEN159,ECOM
V000000466,2025-03-26,C00997,P0066,T031,3,291850.0,0.0,Tarjeta debito,App movil,Completada,COP,206600,VEN060,CRM
V000000471,2025-03-17,C02456,P0049,T008,1,1684415.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,1267900,VEN012,ECOM
V000000473,2025-10-14,C00541,P0240,T030,2,701171.0,0.15,Billetera digital,Marketplace,Completada,COP,496400,VEN112,CRM
V000000480,2025-05-14,C04928,P0356,T040,1,1755239.0,0.05,Tarjeta credito,Call center,Completada,COP,1193900,VEN078,POS
V000000492,2025-06-10,C04163,P0040,T045,2,227858.0,0.1,Transferencia,Web,Completada,COP,138700,VEN134,POS
V000000497,2025-05-20,C00938,P0075,T051,1,2497231.0,0.0,Billetera digital,Web,Completada,COP,1388700,VEN121,ECOM
V000000498,2025-12-25,C03124,P0256,T002,1,1639238.0,0.15,Efectivo,Web,Completada,COP,1192900,VEN103,POS
V000000500,2025-10-29,C02377,P0374,T032,1,897063.0,0.2,Tarjeta credito,Marketplace,Completada,COP,547000,VEN095,CRM
V000000504,2025-08-11,C01813,P0278,T059,1,2292918.0,0.15,Tarjeta debito,Web,Completada,COP,1286500,VEN158,POS
V000000506,2025-04-19,C00494,P0339,T013,1,2128212.0,0.1,Billetera digital,Call center,Completada,COP,1059900,VEN167,CRM
V000000512,2025-01-22,C02868,P0295,T058,1,400591.0,0.2,Tarjeta credito,Call center,Completada,COP,279900,VEN145,CRM
V000000514,2025-03-19,C00577,P0302,T027,1,1917123.0,0.1,Efectivo,Marketplace,Completada,COP,1088100,VEN174,CRM
V000000520,2025-08-28,C04667,P0266,T026,1,1102258.0,0.03,Tarjeta credito,Call center,Completada,COP,793800,VEN048,POS
V000000523,2025-06-23,C02377,P0473,T048,1,1938996.0,0.0,Tarjeta credito,Marketplace,Completada,COP,1225300,VEN135,POS
V000000527,2025-10-07,C04287,P0126,T009,1,866700.0,0.05,Efectivo,Web,Completada,COP,513700,VEN042,ECOM
V000000530,2025-05-17,C02605,P0044,T019,1,1944453.0,0.08,Transferencia,App movil,Completada,COP,1491000,VEN075,CRM
V000000536,2025-09-21,C03354,P0368,T026,1,1515142.0,0.05,Transferencia,Tienda fisica,Completada,COP,938100,VEN155,ECOM
V000000547,2025-12-18,C01404,P0203,T034,1,1041931.0,0.0,Billetera digital,App movil,Completada,COP,772000,VEN039,POS
V000000549,2025-05-08,C01256,P0426,T010,1,793950.0,0.1,Transferencia,Web,Completada,COP,625200,VEN159,ECOM
V000000557,2025-11-11,C00135,P0334,T034,1,2074159.0,0.2,Transferencia,Call center,Completada,COP,1383800,VEN048,ECOM
V000000564,2025-03-23,C01342,P0251,T006,1,2524823.0,0.2,Tarjeta debito,Call center,Completada,COP,1463100,VEN100,ECOM
V000000567,2025-04-21,C04998,P0229,T031,1,842005.0,0.15,Efectivo,Call center,Completada,COP,572500,VEN099,CRM
V000000569,2025-06-25,C02818,P0408,T038,1,1412957.0,0.05,Efectivo,Web,Completada,COP,1029500,VEN061,ECOM
V000000572,2025-04-29,C04241,P0061,T035,4,1436036.0,0.0,Transferencia,Tienda fisica,Completada,COP,967900,VEN044,POS
V000000573,2025-04-01,C03822,P0245,T036,2,1434991.0,0.08,Billetera digital,Web,Completada,COP,896800,VEN067,CRM
V000000575,2025-09-19,C03468,P0046,T060,6,1408200.0,0.0,Efectivo,Marketplace,Completada,COP,793200,VEN081,ECOM
V000000577,2025-10-31,C02721,P0357,T051,2,1695757.0,0.1,Efectivo,App movil,Completada,COP,1290500,VEN138,CRM
V000000578,2025-09-17,C00352,P0426,T052,1,788787.0,0.03,Transferencia,Call center,Completada,COP,625200,VEN008,CRM
V000000582,2025-01-07,C03444,P0089,T031,3,1972954.0,0.15,Efectivo,Tienda fisica,Completada,COP,1100000,VEN167,POS
V000000585,2025-04-18,C02930,P0316,T004,1,1208995.0,0.1,Tarjeta debito,Web,Completada,COP,847100,VEN174,POS
V000000587,2025-10-17,C03172,P0370,T048,1,2014987.0,0.2,Tarjeta debito,Marketplace,Completada,COP,1171600,VEN120,ECOM
V000000588,2025-06-25,C04745,P0184,T017,1,2183820.0,0.05,Billetera digital,Tienda fisica,Completada,COP,1386500,VEN030,ECOM
V000000589,2025-06-29,C02819,P0327,T007,1,1328608.0,0.15,Transferencia,Call center,Completada,COP,773100,VEN008,ECOM
V000000593,2025-10-11,C01416,P0348,T036,1,1385610.0,0.0,Tarjeta debito,App movil,Completada,COP,952000,VEN085,CRM
V000000605,2025-06-20,C04526,P0434,T044,5,2307118.0,0.2,Billetera digital,Web,Completada,COP,1419900,VEN158,CRM
V000000608,2025-05-18,C03909,P0150,T053,3,1202921.0,0.05,Tarjeta credito,Marketplace,Completada,COP,707300,VEN150,POS
V000000610,2025-02-16,C00895,P0398,T010,1,14017.0,0.15,Efectivo,Call center,Completada,COP,10000,VEN016,ECOM
V000000611,2025-01-21,C01204,P0382,T019,1,703756.0,0.05,Transferencia,Call center,Completada,COP,512800,VEN025,ECOM
V000000613,2025-05-20,C00908,P0014,T028,3,1671602.0,0.05,Efectivo,App movil,Completada,COP,1165700,VEN091,CRM
V000000614,2025-08-01,C04456,P0185,T039,4,1204920.0,0.03,Efectivo,Tienda fisica,Completada,COP,952800,VEN100,ECOM
V000000615,2025-12-16,C04092,P0284,T052,1,682486.0,0.08,Transferencia,Call center,Completada,COP,486700,VEN046,CRM
V000000621,2025-07-07,C02832,P0231,T017,3,476051.0,0.2,Efectivo,Marketplace,Completada,COP,338200,VEN092,ECOM
V000000622,2025-03-24,C01599,P0148,T005,5,1320549.0,0.2,Tarjeta credito,Tienda fisica,Completada,COP,869900,VEN071,CRM
V000000627,2025-05-23,C04429,P0222,T035,1,2227127.0,0.15,Transferencia,Marketplace,Completada,COP,1270400,VEN022,CRM
V000000631,2025-06-21,C04035,P0237,T028,1,2144010.0,0.0,Tarjeta debito,Tienda fisica,Completada,COP,1648000,VEN134,POS
V000000638,2025-05-11,C04416,P0420,T043,1,259811.0,0.08,Billetera digital,Marketplace,Completada,COP,148200,VEN018,CRM
V000000640,2025-12-13,C01409,P0215,T005,2,1271889.0,0.2,Tarjeta debito,Tienda fisica,Completada,COP,718900,VEN049,ECOM
V000000641,2025-08-22,C01475,P0187,T029,1,765092.0,0.03,Tarjeta debito,Web,Completada,COP,458000,VEN028,ECOM
V000000642,2025-12-31,C04192,P0155,T003,1,1753233.0,0.05,Tarjeta credito,Web,Completada,COP,969300,VEN014,POS
V000000643,2025-12-16,C01896,P0481,T057,2,1030650.0,0.2,Tarjeta debito,Web,Completada,COP,513600,VEN064,CRM
V000000644,2025-02-10,C01412,P0402,T059,2,827987.0,0.08,Tarjeta debito,Call center,Completada,COP,438600,VEN061,ECOM
V000000646,2025-05-04,C01608,P0291,T017,1,177896.0,0.03,Transferencia,Call center,Completada,COP,109400,VEN097,CRM
V000000647,2025-05-28,C01967,P0267,T054,1,1616552.0,0.0,Tarjeta credito,Tienda fisica,Completada,COP,1179800,VEN179,CRM
V000000649,2025-09-30,C04839,P0377,T036,1,1772157.0,0.03,Tarjeta credito,App movil,Completada,COP,1240700,VEN164,POS
V000000650,2025-01-12,C02423,P0356,T012,1,1914073.0,0.0,Transferencia,Marketplace,Completada,COP,1193900,VEN001,ECOM
V000000653,2025-07-12,C00910,P0489,T060,1,1741212.0,0.1,Efectivo,Call center,Completada,COP,1271800,VEN080,CRM
V000000655,2025-02-03,C00464,P0395,T057,1,934810.0,0.03,Tarjeta debito,App movil,Completada,COP,612600,VEN161,POS
V000000668,2025-02-08,C03981,P0491,T051,1,1876994.0,0.03,Transferencia,Call center,Completada,COP,1090500,VEN096,POS
V000000677,2025-09-20,C04223,P0487,T053,1,380716.0,0.0,Efectivo,Call center,Completada,COP,280400,VEN113,ECOM
V000000682,2025-03-22,C02600,P0282,T009,3,1404847.0,0.05,Transferencia,Tienda fisica,Completada,COP,705800,VEN160,CRM
V000000683,2025-07-05,C03146,P0377,T018,1,1811401.0,0.15,Billetera digital,Marketplace,Completada,COP,1240700,VEN033,CRM
V000000687,2025-07-10,C04341,P0448,T015,3,81526.0,0.03,Transferencia,Tienda fisica,Completada,COP,59000,VEN099,POS
V000000688,2025-03-06,C04851,P0062,T038,1,1861604.0,0.2,Billetera digital,Web,Completada,COP,1312300,VEN160,ECOM
V000000690,2025-09-24,C00066,P0198,T013,3,1213202.0,0.05,Tarjeta debito,Web,Completada,COP,638600,VEN083,ECOM
V000000693,2025-09-04,C01884,P0227,T017,1,29987.0,0.2,Transferencia,Call center,Completada,COP,19500,VEN084,POS
V000000696,2025-10-08,C01774,P0089,T045,3,1973736.0,0.0,Billetera digital,Web,Completada,COP,1100000,VEN147,CRM
V000000698,2025-05-15,C01568,P0060,T018,1,2104827.0,0.05,Efectivo,Tienda fisica,Completada,COP,1245000,VEN164,ECOM
